,Category,Price Bracket,Summary Category,Table,Table Type,Sales 2019,Sales 2020,Profit 2019,Profit 2020,Restaurant,Month,Margin 2019,Margin 2020,Sales Year Change,Profit Year Change,Margin Year Change,Sales % Change,Profit % Change,Margin % Change,Sales Colour,Profit Colour,Margin Colour,Drink Colour Column,Drink Colour
30,Cordials,,,Soft Drinks,Category,51.79,64.83,40.6,49.92,Bluebird Restaurant,January,78.39351226105427,77.00138824618233,13.04,9.32,-1.3921240148719392,25.178605908476538,22.95566502463054,-1.7758153381827024,lime,lime,Red,Soft drinks,Brown
31,Fresh Juice,,,Soft Drinks,Category,686.16,1691.14,516.86,1367.0699999999997,Bluebird Restaurant,January,75.32645447126035,80.8371867497664,1004.9800000000001,850.2099999999997,5.510732278506055,146.46438148536788,164.49522114305609,7.315799365823848,lime,lime,lime,Soft drinks,Brown
32,,<£6,,Wine,Price Bracket,19854.519999999997,24943.84,15486.6,20322.320000000003,Bluebird Restaurant,January,78.00037472575517,81.47229937331221,5089.320000000003,4835.720000000003,3.4719246475570458,25.633054840912823,31.225188227241635,4.45116406140885,lime,lime,lime,Wine,Purple
33,,£6-£10,,Wine,Price Bracket,16516.18,25673.47,13023.05,20240.280000000006,Bluebird Restaurant,January,78.85025471991707,78.83733675268675,9157.29,7217.230000000007,-0.012917967230322347,55.44435819905087,55.41889188784507,-0.01638291122356939,lime,lime,Red,Wine,Purple
34,,£10-£15,,Wine,Price Bracket,6503.41,12129.699999999999,4677.450000000001,8614.79,Bluebird Restaurant,January,71.92303729889397,71.02228414552711,5626.289999999999,3937.34,-0.900753153366864,86.51292168262495,84.1770622882126,-1.252384753474136,lime,lime,Red,Wine,Purple
35,,£15-£20,,Wine,Price Bracket,3387.5,2873.75,2354.05,2141.47,Bluebird Restaurant,January,69.49225092250924,74.51831230969987,-513.75,-212.58000000000038,5.026061387190623,-15.166051660516604,-9.030394426626467,7.2325494144594344,Red,Red,lime,Wine,Purple
36,,£20+,,Wine,Price Bracket,20082.869999999995,28395.460000000003,13004.659999999998,17327.86,Bluebird Restaurant,January,64.75498770843012,61.023346689928594,8312.590000000007,4323.200000000003,-3.731641018501527,41.39144454950915,33.243468110661894,-5.7627082492916974,lime,lime,Red,Wine,Purple
37,,<£6,,White Wine,Price Bracket,12661.609999999999,17916.64,9906.02,14590.85,Bluebird Restaurant,January,78.23665394843154,81.43742353476992,5255.030000000001,4684.83,3.2007695863383816,41.50364764038697,47.29275733341947,4.091138136413807,lime,lime,lime,White,Gold
38,,£6-£10,,White Wine,Price Bracket,5014.16,8961.15,3927.81,7060.04,Bluebird Restaurant,January,78.33435710069084,78.78497737455572,3946.99,3132.23,0.45062027386488523,78.71687381336056,79.74494692971402,0.5752524058959962,lime,lime,lime,White,Gold
39,,£10-£15,,White Wine,Price Bracket,765.0,1421.67,590.15,1106.34,Bluebird Restaurant,January,77.1437908496732,77.819747198717,656.6700000000001,516.1899999999999,0.6759563490438012,85.83921568627451,87.46759298483435,0.8762291061908125,lime,lime,lime,White,Gold
40,,£15-£20,,White Wine,Price Bracket,0.0,1842.5,0.0,1409.03,Bluebird Restaurant,January,0.0,76.47381275440976,1842.5,1409.03,76.47381275440976,100.0,100.0,100.0,lime,lime,lime,White,Gold
41,,£20+,,White Wine,Price Bracket,0.0,799.1600000000001,0.0,514.8199999999999,Bluebird Restaurant,January,0.0,64.4201411482056,799.1600000000001,514.8199999999999,64.4201411482056,100.0,100.0,100.0,lime,lime,lime,White,Gold
42,,<£6,,Red Wine,Price Bracket,3887.91,4192.96,2905.19,3430.2599999999998,Bluebird Restaurant,January,74.72369473573207,81.80998626268793,305.0500000000002,525.0699999999997,7.086291526955861,7.846117837089856,18.073516706308354,9.483325941011417,lime,lime,lime,Red,Red
43,,£6-£10,,Red Wine,Price Bracket,2730.0,11313.33,2134.8999999999996,8920.18,Bluebird Restaurant,January,78.2014652014652,78.84663489883174,8583.33,6785.280000000001,0.6451696973665406,314.4076923076923,317.82659609349395,0.8250097305778519,lime,lime,lime,Red,Red
44,,£10-£15,,Red Wine,Price Bracket,1235.0,3037.4799999999996,958.1500000000001,2361.04,Bluebird Restaurant,January,77.582995951417,77.73022373809869,1802.4799999999996,1402.8899999999999,0.14722778668168246,145.94979757085017,146.4165318582685,0.18976811204078467,lime,lime,lime,Red,Red
45,,£15-£20,,Red Wine,Price Bracket,690.0,926.25,538.08,651.27,Bluebird Restaurant,January,77.98260869565217,70.31255060728745,236.25,113.18999999999994,-7.670058088364726,34.23913043478261,21.035905441570012,-9.835600804660388,lime,lime,Red,Red,Red
46,,£20+,,Red Wine,Price Bracket,579.17,1397.51,436.99,920.5100000000001,Bluebird Restaurant,January,75.45107654056667,65.86786498844374,818.34,483.5200000000001,-9.583211552122933,141.29530189754306,110.64784091169135,-12.7012257366142,lime,lime,Red,Red,Red
47,,£6-£10,,Sparkling Wine,Price Bracket,8419.94,5105.66,6676.84,4026.34,Bluebird Restaurant,January,79.29795224193997,78.86032364082214,-3314.2800000000007,-2650.5,-0.4376286011178223,-39.36227574068224,-39.696922496270695,-0.5518788174789266,Red,Red,Red,Sparkling,Yellow
48,,£10-£15,,Sparkling Wine,Price Bracket,4462.16,5050.13,3095.73,3147.04,Bluebird Restaurant,January,69.37738673646844,62.316019587614576,587.9700000000003,51.309999999999945,-7.061367148853861,13.176802266167066,1.6574442861619052,-10.17819707691877,lime,lime,Red,Sparkling,Yellow
49,,£15-£20,,Sparkling Wine,Price Bracket,2662.5,0.0,1789.38,0.0,Bluebird Restaurant,January,67.20676056338029,0.0,-2662.5,-1789.38,-67.20676056338029,-100.0,-100.0,-100.0,Red,Red,Red,Sparkling,Yellow
50,,£20+,,Sparkling Wine,Price Bracket,19503.699999999997,25669.62,12567.669999999998,15554.560000000003,Bluebird Restaurant,January,64.43736316698883,60.59520943434302,6165.920000000002,2986.890000000005,-3.842153732645812,31.61410399052489,23.76645790349369,-5.962617872318745,lime,lime,Red,Sparkling,Yellow
51,,<£6,,Rose Wine,Price Bracket,3305.0,2834.24,2675.39,2301.21,Bluebird Restaurant,January,80.94977307110437,81.19319464830077,-470.7600000000002,-374.17999999999984,0.24342157719640056,-14.243872919818463,-13.98599830305114,0.3007069296940274,Red,Red,lime,Rose,Pink
52,,£10-£15,,Rose Wine,Price Bracket,0.0,2336.67,0.0,1778.1399999999999,Bluebird Restaurant,January,0.0,76.09718103112549,2336.67,1778.1399999999999,76.09718103112549,100.0,100.0,100.0,lime,lime,lime,Rose,Pink
53,,£20+,,Rose Wine,Price Bracket,0.0,366.67,0.0,269.47,Bluebird Restaurant,January,0.0,73.49115008045382,366.67,269.47,73.49115008045382,100.0,100.0,100.0,lime,lime,lime,Rose,Pink
54,,£6-£10,,Fortified Wine,Price Bracket,235.0,147.5,194.19,119.50999999999999,Bluebird Restaurant,January,82.63404255319149,81.02372881355932,-87.5,-74.68,-1.6103137396321756,-37.234042553191486,-38.457181111282765,-1.9487292281454311,Red,Red,Red,Fortified,Orange
55,,£10-£15,,Fortified Wine,Price Bracket,0.0,95.0,0.0,73.69,Bluebird Restaurant,January,0.0,77.56842105263158,95.0,73.69,77.56842105263158,100.0,100.0,100.0,lime,lime,lime,Fortified,Orange
56,,£6-£10,,Sweet Wine,Price Bracket,117.08,145.82999999999998,89.31,114.21000000000001,Bluebird Restaurant,January,76.28117526477622,78.31721867928411,28.749999999999986,24.900000000000006,2.036043414507887,24.55585924154423,27.880416526704742,2.6691295820242233,lime,lime,lime,Sweet,Orange
57,,£10-£15,,Sweet Wine,Price Bracket,41.25,188.75,33.42,148.54000000000002,Bluebird Restaurant,January,81.01818181818182,78.69668874172187,147.5,115.12000000000002,-2.3214930764599444,357.57575757575756,344.4643925792939,-2.8653976482337735,lime,lime,Red,Sweet,Orange
58,,£15-£20,,Sweet Wine,Price Bracket,35.0,105.0,26.59,81.17,Bluebird Restaurant,January,75.97142857142856,77.3047619047619,70.0,54.58,1.3333333333333428,200.0,205.26513726965027,1.7550457565500943,lime,lime,lime,Sweet,Orange
59,,£20+,,Fine Wine,Price Bracket,0.0,162.5,0.0,68.5,Bluebird Restaurant,January,0.0,42.15384615384615,162.5,68.5,42.15384615384615,100.0,100.0,100.0,lime,lime,lime,Fine Wine,Purple
60,,<£6,,Spirits,Price Bracket,25.22,0.0,20.75,0.0,Bluebird Restaurant,January,82.2759714512292,0.0,-25.22,-20.75,-82.2759714512292,-100.0,-100.0,-100.0,Red,Red,Red,Spirits,Grey
61,,£6-£10,,Spirits,Price Bracket,1431.3100000000002,1170.84,1172.0499999999997,933.3100000000001,Bluebird Restaurant,January,81.88652353438457,79.71285572751188,-260.47000000000025,-238.73999999999967,-2.173667806872686,-18.198014406382978,-20.36943816390083,-2.6544878364019837,Red,Red,Red,Spirits,Grey
62,,£10-£15,,Spirits,Price Bracket,15368.5,18583.95,12537.949999999997,15224.09,Bluebird Restaurant,January,81.58213228356702,81.92063581746615,3215.4500000000007,2686.140000000003,0.3385035338991287,20.9223411523571,21.42407650373469,0.4149236167578241,lime,lime,lime,Spirits,Grey
63,,£15-£20,,Spirits,Price Bracket,15691.87,15298.839999999998,12295.589999999998,12354.650000000001,Bluebird Restaurant,January,78.356435529991,80.75546904209733,-393.0300000000025,59.06000000000313,2.399033512106328,-2.5046728019031668,0.4803348192319615,3.061693013317452,Red,lime,lime,Spirits,Grey
64,,£20+,,Spirits,Price Bracket,33939.66000000001,38902.189999999995,26216.3,30526.580000000005,Bluebird Restaurant,January,77.24384982053442,78.47008099029902,4962.529999999984,4310.280000000006,1.2262311697646027,14.621625555471041,16.441221682693616,1.5874806507101653,lime,lime,lime,Spirits,Grey
65,,<£6,,Beer,Price Bracket,10885.99,10188.75,8656.720000000001,8072.119999999999,Bluebird Restaurant,January,79.5216604093886,79.22581278370751,-697.2399999999998,-584.6000000000022,-0.29584762568109113,-6.4049296389212165,-6.753135136633761,-0.37203401457920554,Red,Red,Red,Beer,Brown
66,,<£6,,Soft Drinks,Price Bracket,12909.390000000001,22826.85,9996.039999999999,18327.29,Bluebird Restaurant,January,77.43231864557502,80.28830083870531,9917.459999999997,8331.250000000002,2.855982193130288,76.82361443879219,83.34550481990871,3.688359386734568,lime,lime,lime,Soft drinks,Brown
67,,£6-£10,,Soft Drinks,Price Bracket,374.99,1080.64,265.53,845.8600000000001,Bluebird Restaurant,January,70.80988826368703,78.27398578620077,705.6500000000001,580.3300000000002,7.46409752251374,188.17835142270462,218.55534214589696,10.54103841361589,lime,lime,lime,Soft drinks,Brown
0,,,Beverage,Summary,Summary,26177.78,34486.72,20855.339999999982,27426.839999999997,Bluebird Café,January,79.66810019795408,79.52869974297352,8308.940000000002,6571.500000000015,-0.13940045498056008,31.74043024274787,31.509915446116054,-0.17497650205563703,lime,lime,Red,Beverage,Black
1,,,Wine,Summary,Summary,14413.400000000001,17611.54,11188.88,13765.73,Bluebird Café,January,77.62831809288578,78.16312486017691,3198.1399999999994,2576.8500000000004,0.5348067672911299,22.188657776791036,23.03045523770029,0.6889325705230525,lime,lime,lime,Wine,Purple
2,,,Spirits,Summary,Summary,5206.47,8485.979999999998,4225.500000000001,6747.87,Bluebird Café,January,81.15863531336971,79.51786358204947,3279.5099999999975,2522.369999999999,-1.6407717313202426,62.98912699007192,59.694000709975114,-2.021684722746871,lime,lime,Red,Spirits,Grey
3,,,Beer,Summary,Summary,2198.75,2948.78,1761.9699999999998,2375.95,Bluebird Café,January,80.13507674815234,80.57400009495451,750.0300000000002,613.98,0.43892334680217004,34.11165434906198,34.846223261463024,0.547729364734514,lime,lime,lime,Beer,Brown
4,,,Soft Drinks,Summary,Summary,4359.16,5440.42,3678.99,4537.29,Bluebird Café,January,84.3967645142642,83.39962723466203,1081.2600000000002,858.3000000000002,-0.9971372796021711,24.80432009836758,23.32977257345087,-1.181487566900318,lime,lime,Red,Soft drinks,Brown
5,White Wine,,,Wine,Category,5393.34,7091.139999999999,4371.3099999999995,5789.79,Bluebird Café,January,81.05014703319277,81.64822581418503,1697.7999999999993,1418.4800000000005,0.5980787809922532,31.479565538237885,32.44976906236347,0.7379120246966606,lime,lime,lime,White,Gold
6,Red Wine,,,Wine,Category,3111.66,3414.2,2477.9,2751.4100000000003,Bluebird Café,January,79.6327362243947,80.58725323648294,302.53999999999996,273.5100000000002,0.9545170120882318,9.722784622998656,11.03797570523428,1.198649019667649,lime,lime,lime,Red,Red
7,Sparkling Wine,,,Wine,Category,3791.73,3984.12,2654.42,2747.65,Bluebird Café,January,70.00551199584358,68.96504121361808,192.38999999999987,93.23000000000002,-1.0404707822254977,5.073937226543026,3.5122550312309286,-1.4862697987085265,lime,lime,Red,Sparkling,Yellow
8,Rose Wine,,,Wine,Category,2116.67,3122.08,1685.25,2476.88,Bluebird Café,January,79.61798485356717,79.33428996053912,1005.4099999999999,791.6300000000001,-0.2836948930280414,47.499610236834265,46.97403946002077,-0.35632011228343824,lime,lime,Red,Rose,Pink
9,Vodka,,,Spirits,Category,1704.47,2637.6,1387.37,2150.94,Bluebird Café,January,81.39597646189138,81.549135577798,933.1299999999999,763.5700000000002,0.15315911590661813,54.74605009181739,55.03722871332091,0.18816546291858222,lime,lime,lime,Spirits,Grey
10,Gin,,,Spirits,Category,1660.98,2052.67,1310.76,1603.23,Bluebird Café,January,78.91485749376874,78.10461496489938,391.69000000000005,292.47,-0.8102425288693524,23.581861310792426,22.31300924654399,-1.0267300158697374,lime,lime,Red,Spirits,Grey
11,Whiskey,,,Spirits,Category,244.38,413.77000000000004,195.33,323.31,Bluebird Café,January,79.92879941075375,78.13761268337481,169.39000000000004,127.97999999999999,-1.7911867273789426,69.31418283001885,65.51988941790815,-2.2409778960572666,lime,lime,Red,Spirits,Grey
12,Rum,,,Spirits,Category,587.71,390.56,496.21999999999997,308.26,Bluebird Café,January,84.43279848905071,78.92769356820975,-197.15000000000003,-187.95999999999998,-5.505104920840964,-33.54545609229042,-37.878360404659226,-6.520102400200402,Red,Red,Red,Spirits,Grey
13,Tequila,,,Spirits,Category,413.65,1146.07,332.40999999999997,880.1800000000001,Bluebird Café,January,80.36020790523389,76.79984643171885,732.42,547.7700000000001,-3.5603614735150444,177.06273419557596,164.7874612677116,-4.430503064045902,lime,lime,Red,Spirits,Grey
14,Liqueurs,,,Spirits,Category,354.57,921.8599999999999,303.67999999999995,769.96,Bluebird Café,January,85.64740389767887,83.52244375501704,567.29,466.2800000000001,-2.124960142661834,159.99379530135093,153.54320337197055,-2.4810561043980726,lime,lime,Red,Spirits,Grey
15,Aperitif/Mart,,,Spirits,Category,198.72,498.85,166.85000000000002,394.82,Bluebird Café,January,83.96235909822867,79.1460358825298,300.13,227.96999999999997,-4.816323215698873,151.03160225442832,136.63170512436315,-5.7362885791050635,lime,lime,Red,Spirits,Grey
16,Digestif,,,Spirits,Category,15.83,55.42,11.88,41.92,Bluebird Café,January,75.04737839545169,75.64056297365572,39.59,30.04,0.5931845782040313,250.09475679090338,252.86195286195286,0.7904134573206912,lime,lime,lime,Spirits,Grey
17,Other,,,Spirits,Category,26.16,369.18,21.0,275.25,Bluebird Café,January,80.27522935779817,74.55712660490818,343.02,254.25,-5.71810275288999,1311.2385321100917,1210.7142857142858,-7.123122286457245,lime,lime,Red,Spirits,Grey
18,Bottled,,,Beer,Category,2073.75,2743.75,1665.4299999999998,2217.29,Bluebird Café,January,80.310066305003,80.81239179954441,670.0,551.8600000000001,0.5023254945414095,32.308619650391805,33.1361870507917,0.6254826046758183,lime,lime,lime,Beer,Brown
19,Cider Bottled,,,Beer,Category,125.0,205.03,96.54,158.66,Bluebird Café,January,77.232,77.3837974930498,80.03,62.11999999999999,0.1517974930497985,64.024,64.34638491816862,0.19654740657991313,lime,lime,lime,Beer,Brown
20,Water,,,Soft Drinks,Category,1838.33,1911.17,1611.12,1670.97,Bluebird Café,January,87.6404127659343,87.43178262530282,72.84000000000015,59.850000000000136,-0.20863014063148455,3.9622918627232404,3.7148070907195083,-0.23805243956196742,lime,lime,Red,Soft drinks,Brown
21,Sodas,,,Soft Drinks,Category,1766.2799999999997,1996.6,1420.0599999999997,1559.7799999999997,Bluebird Café,January,80.39835133727381,78.12180707202243,230.32000000000016,139.72000000000003,-2.276544265251374,13.039835133727392,9.839020886441421,-2.8315807816769696,lime,lime,Red,Soft drinks,Brown
22,Juice,,,Soft Drinks,Category,420.41,868.01,363.90999999999997,772.01,Bluebird Café,January,86.56073832687137,88.9402195827237,447.59999999999997,408.1,2.379481255852326,106.46749601579408,112.14311230798826,2.748915156969791,lime,lime,lime,Soft drinks,Brown
23,Syrups,,,Soft Drinks,Category,111.34,349.60999999999996,93.58999999999999,283.78,Bluebird Café,January,84.0578408478534,81.17044706959183,238.26999999999995,190.19,-2.8873937782615684,214.00215555954728,203.21615557217655,-3.435008262331906,lime,lime,Red,Soft drinks,Brown
24,Purees,,,Soft Drinks,Category,85.69,126.47,72.15,103.43,Bluebird Café,January,84.19885634263042,81.78224084763185,40.78,31.28,-2.4166154949985668,47.59015054265375,43.35412335412335,-2.870128645411326,lime,lime,Red,Soft drinks,Brown
25,Cordials,,,Soft Drinks,Category,8.8,27.729999999999997,6.6,20.259999999999998,Bluebird Café,January,74.99999999999999,73.06166606563289,18.929999999999996,13.659999999999998,-1.938333934367094,215.1136363636363,206.96969696969694,-2.5844452458227924,lime,lime,Red,Soft drinks,Brown
26,Fresh Juice,,,Soft Drinks,Category,128.31,160.82999999999998,111.56,127.06,Bluebird Café,January,86.94567843504014,79.00267363054158,32.51999999999998,15.5,-7.943004804498557,25.344867898059377,13.893868770168519,-9.135594715536124,lime,lime,Red,Soft drinks,Brown
27,,<£6,,Wine,Price Bracket,7846.67,10600.76,6383.419999999999,8663.130000000001,Bluebird Café,January,81.351962042497,81.72178221184141,2754.09,2279.710000000002,0.36982016934442186,35.09883810584618,35.7129877087831,0.45459280890021264,lime,lime,lime,Wine,Purple
28,,£6-£10,,Wine,Price Bracket,3134.02,2191.91,2459.44,1761.63,Bluebird Café,January,78.47556812017793,80.36963196481608,-942.1100000000001,-697.81,1.8940638446381541,-30.060752643569604,-28.372718992941483,2.413571370056951,Red,Red,lime,Wine,Purple
29,,£10-£15,,Wine,Price Bracket,1822.5,2854.6,1312.39,2112.84,Bluebird Café,January,72.01042524005487,74.01527359349822,1032.1,800.45,2.00484835344335,56.63100137174211,60.991778358567196,2.784108477015602,lime,lime,lime,Wine,Purple
30,,£15-£20,,Wine,Price Bracket,57.5,0.0,38.24,0.0,Bluebird Café,January,66.50434782608696,0.0,-57.5,-38.24,-66.50434782608696,-100.0,-100.0,-100.0,Red,Red,Red,Wine,Purple
31,,£20+,,Wine,Price Bracket,1552.71,1964.27,995.39,1228.13,Bluebird Café,January,64.10662647886598,62.52348200603787,411.55999999999995,232.74000000000012,-1.5831444728281099,26.5059154639308,23.38179005214038,-2.4695488747173817,lime,lime,Red,Wine,Purple
32,,<£6,,White Wine,Price Bracket,4558.34,6961.139999999999,3733.89,5688.29,Bluebird Café,January,81.91337197313057,81.71492025731418,2402.7999999999993,1954.4,-0.19845171581638965,52.71217153612936,52.34219540479232,-0.24227023138723466,lime,lime,Red,White,Gold
33,,£6-£10,,White Wine,Price Bracket,835.0,130.0,637.42,101.5,Bluebird Café,January,76.3377245508982,78.07692307692308,-705.0,-535.92,1.7391985260248788,-84.4311377245509,-84.07643312101911,2.2782949534541963,Red,Red,lime,White,Gold
