,SiteName,2019,2020,Shift,Area,Measure,Year Change,% Change,Colour,Table,GenericLocation,RevenueType,LocationName,Day,OrdDay,OrdSession,Session,DaySession,Colour_TY,Colour_LY,Colour_CHG,Count,Average_TY,Average_LY,Average_Year Change,Average_% Change,Average_Colour
2001,Group,491.25,253.29,,,Revenue,-237.96,-48.439694656488555,Red,Daily,PDR,Total,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon,1.0,253.29,491.25,-237.96,-48.439694656488555,salmon
2002,Group,30.2,238.75,,,Revenue,208.55,690.5629139072848,lime,Daily,PDR,Beverage,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,lime,1.0,238.75,30.2,208.55,690.5629139072848,lime
2003,Group,222.49,504.17,,,Revenue,281.68,126.60344285136411,lime,Daily,PDR,Food,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,lime,1.0,504.17,222.49,281.68,126.60344285136411,lime
2004,Group,246.65,557.9200000000001,,,Revenue,311.2700000000001,126.19906750456116,lime,Daily,PDR,Non-Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,lime,1.0,557.9200000000001,246.65,311.2700000000001,126.19906750456116,lime
2005,Group,252.69,742.9200000000001,,,Revenue,490.2300000000001,194.00451145672565,lime,Daily,PDR,Total,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,lime,1.0,742.9200000000001,252.69,490.2300000000001,194.00451145672565,lime
2006,Group,6.04,185.0,,,Revenue,178.96,2962.9139072847684,lime,Daily,PDR,Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,lime,1.0,185.0,6.04,178.96,2962.9139072847684,lime
2007,Group,35.62,46.879999999999995,,,Revenue,11.259999999999998,31.61145423919146,lime,Daily,PDR,Beverage,,Wednesday,3_Wednesday,2.0,Lunch,Wednesday Lunch,steelblue,powderblue,lime,1.0,46.879999999999995,35.62,11.259999999999998,31.61145423919146,lime
2008,Group,388.32,1086.99,,,Revenue,698.6700000000001,179.92119901112486,lime,Daily,PDR,Food,,Wednesday,3_Wednesday,2.0,Lunch,Wednesday Lunch,steelblue,powderblue,lime,1.0,1086.99,388.32,698.6700000000001,179.92119901112486,lime
2009,Group,423.94,1133.87,,,Revenue,709.9299999999998,167.4600179270651,lime,Daily,PDR,Non-Wine,,Wednesday,3_Wednesday,2.0,Lunch,Wednesday Lunch,steelblue,powderblue,lime,1.0,1133.87,423.94,709.9299999999998,167.4600179270651,lime
2010,Group,423.94,1133.87,,,Revenue,709.9299999999998,167.4600179270651,lime,Daily,PDR,Total,,Wednesday,3_Wednesday,2.0,Lunch,Wednesday Lunch,steelblue,powderblue,lime,1.0,1133.87,423.94,709.9299999999998,167.4600179270651,lime
2011,Group,278.78000000000003,596.27,,,Revenue,317.48999999999995,113.88550111198792,lime,Daily,PDR,Beverage,,Thursday,4_Thursday,2.0,Lunch,Thursday Lunch,steelblue,powderblue,lime,1.0,596.27,278.78000000000003,317.48999999999995,113.88550111198792,lime
2012,Group,599.58,1691.54,,,Revenue,1091.96,182.12081790586743,lime,Daily,PDR,Food,,Thursday,4_Thursday,2.0,Lunch,Thursday Lunch,steelblue,powderblue,lime,1.0,1691.54,599.58,1091.96,182.12081790586743,lime
2013,Group,632.51,1886.54,,,Revenue,1254.03,198.26247806358793,lime,Daily,PDR,Non-Wine,,Thursday,4_Thursday,2.0,Lunch,Thursday Lunch,steelblue,powderblue,lime,1.0,1886.54,632.51,1254.03,198.26247806358793,lime
2014,Group,878.36,2287.81,,,Revenue,1409.4499999999998,160.46381893528846,lime,Daily,PDR,Total,,Thursday,4_Thursday,2.0,Lunch,Thursday Lunch,steelblue,powderblue,lime,1.0,2287.81,878.36,1409.4499999999998,160.46381893528846,lime
2015,Group,245.85,401.27,,,Revenue,155.42,63.21740898922107,lime,Daily,PDR,Wine,,Thursday,4_Thursday,2.0,Lunch,Thursday Lunch,steelblue,powderblue,lime,1.0,401.27,245.85,155.42,63.21740898922107,lime
2016,Group,909.6,445.36,,,Revenue,-464.24,-51.03781882145998,Red,Daily,PDR,Beverage,,Sunday,7_Sunday,2.0,Lunch,Sunday Lunch,steelblue,powderblue,salmon,1.0,445.36,909.6,-464.24,-51.03781882145998,salmon
2017,Group,0.0,-0.01,,,Revenue,-0.01,-inf,Red,Daily,PDR,Discounts,,Sunday,7_Sunday,2.0,Lunch,Sunday Lunch,steelblue,powderblue,salmon,1.0,-0.01,0.0,-0.01,-inf,salmon
2018,Group,1977.91,870.9800000000001,,,Revenue,-1106.9299999999998,-55.96462933096045,Red,Daily,PDR,Food,,Sunday,7_Sunday,2.0,Lunch,Sunday Lunch,steelblue,powderblue,salmon,1.0,870.9800000000001,1977.91,-1106.9299999999998,-55.96462933096045,salmon
2019,Group,2438.34,1131.32,,,Revenue,-1307.0200000000002,-53.60286096278616,Red,Daily,PDR,Non-Wine,,Sunday,7_Sunday,2.0,Lunch,Sunday Lunch,steelblue,powderblue,salmon,1.0,1131.32,2438.34,-1307.0200000000002,-53.60286096278616,salmon
2020,Group,2887.51,1316.33,,,Revenue,-1571.1800000000003,-54.41297172996804,Red,Daily,PDR,Total,,Sunday,7_Sunday,2.0,Lunch,Sunday Lunch,steelblue,powderblue,salmon,1.0,1316.33,2887.51,-1571.1800000000003,-54.41297172996804,salmon
2021,Group,449.16999999999996,185.01,,,Revenue,-264.15999999999997,-58.810695282409775,Red,Daily,PDR,Wine,,Sunday,7_Sunday,2.0,Lunch,Sunday Lunch,steelblue,powderblue,salmon,1.0,185.01,449.16999999999996,-264.15999999999997,-58.810695282409775,salmon
2022,Group,3131.2099999999996,2156.27,,,Revenue,-974.9399999999996,-31.13620613117612,Red,Daily,PDR,Beverage,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red,1.0,2156.27,3131.2099999999996,-974.9399999999996,-31.13620613117612,red
2023,Group,4571.57,1631.9,,,Revenue,-2939.6699999999996,-64.30329186690787,Red,Daily,PDR,Food,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red,1.0,1631.9,4571.57,-2939.6699999999996,-64.30329186690787,red
2024,Group,5481.52,1969.8300000000002,,,Revenue,-3511.6900000000005,-64.06416468424817,Red,Daily,PDR,Non-Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red,1.0,1969.8300000000002,5481.52,-3511.6900000000005,-64.06416468424817,red
2025,Group,7702.780000000001,3788.17,,,Revenue,-3914.6100000000006,-50.82074264096859,Red,Daily,PDR,Total,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red,1.0,3788.17,7702.780000000001,-3914.6100000000006,-50.82074264096859,red
2026,Group,2221.26,1818.3400000000001,,,Revenue,-402.9200000000001,-18.13925429711065,Red,Daily,PDR,Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red,1.0,1818.3400000000001,2221.26,-402.9200000000001,-18.13925429711065,red
2027,Group,7053.419999999999,7149.09,,,Revenue,95.67000000000098,1.356363296103181,lime,Daily,PDR,Beverage,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,limegreen,1.0,7149.09,7053.419999999999,95.67000000000098,1.356363296103181,limegreen
2028,Group,-163.79,-60.0,,,Revenue,103.78999999999999,-63.367726967458324,lime,Daily,PDR,Discounts,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,limegreen,1.0,-60.0,-163.79,103.78999999999999,-63.367726967458324,limegreen
2029,Group,12845.36,8786.32,,,Revenue,-4059.040000000001,-31.59927008663051,Red,Daily,PDR,Food,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red,1.0,8786.32,12845.36,-4059.040000000001,-31.59927008663051,red
2030,Group,14444.630000000001,10676.989999999998,,,Revenue,-3767.640000000003,-26.083326468036933,Red,Daily,PDR,Non-Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red,1.0,10676.989999999998,14444.630000000001,-3767.640000000003,-26.083326468036933,red
2031,Group,19734.989999999998,15875.41,,,Revenue,-3859.579999999998,-19.55704056602004,Red,Daily,PDR,Total,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red,1.0,15875.41,19734.989999999998,-3859.579999999998,-19.55704056602004,red
2032,Group,5290.36,5198.42,,,Revenue,-91.9399999999996,-1.737877951594969,Red,Daily,PDR,Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red,1.0,5198.42,5290.36,-91.9399999999996,-1.737877951594969,red
2033,Group,3298.1199999999994,4620.28,,,Revenue,1322.1600000000003,40.088292724339944,lime,Daily,PDR,Beverage,,Wednesday,3_Wednesday,3.0,Dinner,Wednesday Dinner,navy,lightsteelblue,limegreen,1.0,4620.28,3298.1199999999994,1322.1600000000003,40.088292724339944,limegreen
2034,Group,-416.56,-104.95,,,Revenue,311.61,-74.80555022085655,lime,Daily,PDR,Discounts,,Wednesday,3_Wednesday,3.0,Dinner,Wednesday Dinner,navy,lightsteelblue,limegreen,1.0,-104.95,-416.56,311.61,-74.80555022085655,limegreen
2035,Group,7621.24,5207.6,,,Revenue,-2413.6399999999994,-31.66991198282694,Red,Daily,PDR,Food,,Wednesday,3_Wednesday,3.0,Dinner,Wednesday Dinner,navy,lightsteelblue,red,1.0,5207.6,7621.24,-2413.6399999999994,-31.66991198282694,red
2036,Group,7761.120000000001,6547.110000000001,,,Revenue,-1214.0100000000002,-15.642201125610738,Red,Daily,PDR,Non-Wine,,Wednesday,3_Wednesday,3.0,Dinner,Wednesday Dinner,navy,lightsteelblue,red,1.0,6547.110000000001,7761.120000000001,-1214.0100000000002,-15.642201125610738,red
2037,Group,10502.800000000001,9722.93,,,Revenue,-779.8700000000008,-7.425353239136237,Red,Daily,PDR,Total,,Wednesday,3_Wednesday,3.0,Dinner,Wednesday Dinner,navy,lightsteelblue,red,1.0,9722.93,10502.800000000001,-779.8700000000008,-7.425353239136237,red
2038,Group,2741.68,3175.8199999999997,,,Revenue,434.1399999999999,15.834816608794606,lime,Daily,PDR,Wine,,Wednesday,3_Wednesday,3.0,Dinner,Wednesday Dinner,navy,lightsteelblue,limegreen,1.0,3175.8199999999997,2741.68,434.1399999999999,15.834816608794606,limegreen
2039,Group,6631.779999999999,5552.74,,,Revenue,-1079.039999999999,-16.270744807578044,Red,Daily,PDR,Beverage,,Thursday,4_Thursday,3.0,Dinner,Thursday Dinner,navy,lightsteelblue,red,1.0,5552.74,6631.779999999999,-1079.039999999999,-16.270744807578044,red
2040,Group,0.0,-80.83,,,Revenue,-80.83,-inf,Red,Daily,PDR,Discounts,,Thursday,4_Thursday,3.0,Dinner,Thursday Dinner,navy,lightsteelblue,red,1.0,-80.83,0.0,-80.83,-inf,red
2041,Group,8875.599999999999,4933.12,,,Revenue,-3942.4799999999987,-44.419306863761314,Red,Daily,PDR,Food,,Thursday,4_Thursday,3.0,Dinner,Thursday Dinner,navy,lightsteelblue,red,1.0,4933.12,8875.599999999999,-3942.4799999999987,-44.419306863761314,red
2042,Group,10558.72,6437.57,,,Revenue,-4121.15,-39.03077266941447,Red,Daily,PDR,Non-Wine,,Thursday,4_Thursday,3.0,Dinner,Thursday Dinner,navy,lightsteelblue,red,1.0,6437.57,10558.72,-4121.15,-39.03077266941447,red
2043,Group,15507.380000000001,10405.03,,,Revenue,-5102.35,-32.90272115599153,Red,Daily,PDR,Total,,Thursday,4_Thursday,3.0,Dinner,Thursday Dinner,navy,lightsteelblue,red,1.0,10405.03,15507.380000000001,-5102.35,-32.90272115599153,red
2044,Group,4948.66,3967.46,,,Revenue,-981.1999999999998,-19.82758969094664,Red,Daily,PDR,Wine,,Thursday,4_Thursday,3.0,Dinner,Thursday Dinner,navy,lightsteelblue,red,1.0,3967.46,4948.66,-981.1999999999998,-19.82758969094664,red
2045,Group,3168.68,389.57,,,Revenue,-2779.1099999999997,-87.7056061198985,Red,Daily,PDR,Beverage,,Sunday,7_Sunday,3.0,Dinner,Sunday Dinner,navy,lightsteelblue,red,1.0,389.57,3168.68,-2779.1099999999997,-87.7056061198985,red
2046,Group,-91.62,0.0,,,Revenue,91.62,-100.0,lime,Daily,PDR,Discounts,,Sunday,7_Sunday,3.0,Dinner,Sunday Dinner,navy,lightsteelblue,limegreen,1.0,0.0,-91.62,91.62,-100.0,limegreen
2047,Group,0.0,1574.99,,,Revenue,1574.99,100.0,lime,Daily,PDR,Food,,Sunday,7_Sunday,3.0,Dinner,Sunday Dinner,navy,lightsteelblue,limegreen,1.0,1574.99,0.0,1574.99,100.0,limegreen
2048,Group,2667.46,1678.31,,,Revenue,-989.1500000000001,-37.0820930773095,Red,Daily,PDR,Non-Wine,,Sunday,7_Sunday,3.0,Dinner,Sunday Dinner,navy,lightsteelblue,red,1.0,1678.31,2667.46,-989.1500000000001,-37.0820930773095,red
2049,Group,3077.06,1964.56,,,Revenue,-1112.5,-36.154641118470224,Red,Daily,PDR,Total,,Sunday,7_Sunday,3.0,Dinner,Sunday Dinner,navy,lightsteelblue,red,1.0,1964.56,3077.06,-1112.5,-36.154641118470224,red
2050,Group,409.6,286.25,,,Revenue,-123.35000000000002,-30.114746093750007,Red,Daily,PDR,Wine,,Sunday,7_Sunday,3.0,Dinner,Sunday Dinner,navy,lightsteelblue,red,1.0,286.25,409.6,-123.35000000000002,-30.114746093750007,red
2051,Group,7228.11,7511.389999999999,,,Revenue,283.27999999999975,3.919143455204746,lime,Daily,Restaurant,Beverage,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,lime,1.0,7511.389999999999,7228.11,283.27999999999975,3.919143455204746,lime
2052,Group,-662.41,-1196.5,,,Revenue,-534.09,80.62831177065564,Red,Daily,Restaurant,Discounts,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon,1.0,-1196.5,-662.41,-534.09,80.62831177065564,salmon
2053,Group,19902.690000000006,18718.55,,,Revenue,-1184.1400000000067,-5.949648012404385,Red,Daily,Restaurant,Food,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon,1.0,18718.55,19902.690000000006,-1184.1400000000067,-5.949648012404385,salmon
2054,Group,22451.07,21039.14,,,Revenue,-1411.9300000000003,-6.288920750770455,Red,Daily,Restaurant,Non-Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon,1.0,21039.14,22451.07,-1411.9300000000003,-6.288920750770455,salmon
2055,Group,26468.390000000003,25033.440000000002,,,Revenue,-1434.9500000000007,-5.421372437084388,Red,Daily,Restaurant,Total,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon,1.0,25033.440000000002,26468.390000000003,-1434.9500000000007,-5.421372437084388,salmon
2056,Group,4017.3199999999997,3994.2999999999993,,,Revenue,-23.020000000000437,-0.5730188284727241,Red,Daily,Restaurant,Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon,1.0,3994.2999999999993,4017.3199999999997,-23.020000000000437,-0.5730188284727241,salmon
2057,Group,11529.2,9987.829999999998,,,Revenue,-1541.3700000000026,-13.369271068244132,Red,Daily,Restaurant,Beverage,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon,1.0,9987.829999999998,11529.2,-1541.3700000000026,-13.369271068244132,salmon
2058,Group,-682.7599999999999,-292.55999999999995,,,Revenue,390.19999999999993,-57.150389595172534,lime,Daily,Restaurant,Discounts,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,lime,1.0,-292.55999999999995,-682.7599999999999,390.19999999999993,-57.150389595172534,lime
2059,Group,29553.760000000002,35052.899999999994,,,Revenue,5499.139999999992,18.607243206955705,lime,Daily,Restaurant,Food,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,lime,1.0,35052.899999999994,29553.760000000002,5499.139999999992,18.607243206955705,lime
2060,Group,34143.22,39294.03,,,Revenue,5150.809999999998,15.085894066230418,lime,Daily,Restaurant,Non-Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,lime,1.0,39294.03,34143.22,5150.809999999998,15.085894066230418,lime
2061,Group,40400.2,44748.170000000006,,,Revenue,4347.970000000008,10.762248701739122,lime,Daily,Restaurant,Total,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,lime,1.0,44748.170000000006,40400.2,4347.970000000008,10.762248701739122,lime
2062,Group,6256.98,5454.1399999999985,,,Revenue,-802.840000000001,-12.831110216110666,Red,Daily,Restaurant,Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon,1.0,5454.1399999999985,6256.98,-802.840000000001,-12.831110216110666,salmon
2063,Group,12724.68,11183.050000000001,,,Revenue,-1541.6299999999992,-12.115275197490224,Red,Daily,Restaurant,Beverage,,Wednesday,3_Wednesday,2.0,Lunch,Wednesday Lunch,steelblue,powderblue,salmon,1.0,11183.050000000001,12724.68,-1541.6299999999992,-12.115275197490224,salmon
2064,Group,-688.66,-714.5999999999998,,,Revenue,-25.939999999999827,3.7667353991809933,Red,Daily,Restaurant,Discounts,,Wednesday,3_Wednesday,2.0,Lunch,Wednesday Lunch,steelblue,powderblue,salmon,1.0,-714.5999999999998,-688.66,-25.939999999999827,3.7667353991809933,salmon
2065,Group,34012.58,26445.899999999998,,,Revenue,-7566.680000000004,-22.24670989380989,Red,Daily,Restaurant,Food,,Wednesday,3_Wednesday,2.0,Lunch,Wednesday Lunch,steelblue,powderblue,salmon,1.0,26445.899999999998,34012.58,-7566.680000000004,-22.24670989380989,salmon
2066,Group,39755.88999999999,31224.74,,,Revenue,-8531.14999999999,-21.458832892434284,Red,Daily,Restaurant,Non-Wine,,Wednesday,3_Wednesday,2.0,Lunch,Wednesday Lunch,steelblue,powderblue,salmon,1.0,31224.74,39755.88999999999,-8531.14999999999,-21.458832892434284,salmon
2067,Group,46048.6,36914.35,,,Revenue,-9134.25,-19.83610793813493,Red,Daily,Restaurant,Total,,Wednesday,3_Wednesday,2.0,Lunch,Wednesday Lunch,steelblue,powderblue,salmon,1.0,36914.35,46048.6,-9134.25,-19.83610793813493,salmon
2068,Group,6292.71,5689.610000000001,,,Revenue,-603.0999999999995,-9.58410605287705,Red,Daily,Restaurant,Wine,,Wednesday,3_Wednesday,2.0,Lunch,Wednesday Lunch,steelblue,powderblue,salmon,1.0,5689.610000000001,6292.71,-603.0999999999995,-9.58410605287705,salmon
2069,Group,21906.210000000003,11727.47,,,Revenue,-10178.740000000003,-46.465089123129935,Red,Daily,Restaurant,Beverage,,Thursday,4_Thursday,2.0,Lunch,Thursday Lunch,steelblue,powderblue,salmon,1.0,11727.47,21906.210000000003,-10178.740000000003,-46.465089123129935,salmon
2070,Group,-546.2999999999998,-1146.77,,,Revenue,-600.4700000000001,109.91579718103613,Red,Daily,Restaurant,Discounts,,Thursday,4_Thursday,2.0,Lunch,Thursday Lunch,steelblue,powderblue,salmon,1.0,-1146.77,-546.2999999999998,-600.4700000000001,109.91579718103613,salmon
2071,Group,39507.67999999999,28650.1,,,Revenue,-10857.579999999994,-27.48220092903455,Red,Daily,Restaurant,Food,,Thursday,4_Thursday,2.0,Lunch,Thursday Lunch,steelblue,powderblue,salmon,1.0,28650.1,39507.67999999999,-10857.579999999994,-27.48220092903455,salmon
2072,Group,47346.28999999998,32848.350000000006,,,Revenue,-14497.939999999973,-30.621068725764957,Red,Daily,Restaurant,Non-Wine,,Thursday,4_Thursday,2.0,Lunch,Thursday Lunch,steelblue,powderblue,salmon,1.0,32848.350000000006,47346.28999999998,-14497.939999999973,-30.621068725764957,salmon
2073,Group,60867.59,39230.799999999996,,,Revenue,-21636.79,-35.54730851016116,Red,Daily,Restaurant,Total,,Thursday,4_Thursday,2.0,Lunch,Thursday Lunch,steelblue,powderblue,salmon,1.0,39230.799999999996,60867.59,-21636.79,-35.54730851016116,salmon
2074,Group,13521.300000000003,6382.450000000001,,,Revenue,-7138.850000000002,-52.7970683292287,Red,Daily,Restaurant,Wine,,Thursday,4_Thursday,2.0,Lunch,Thursday Lunch,steelblue,powderblue,salmon,1.0,6382.450000000001,13521.300000000003,-7138.850000000002,-52.7970683292287,salmon
2075,Group,24406.49,28446.779999999995,,,Revenue,4040.2899999999936,16.554162437941685,lime,Daily,Restaurant,Beverage,,Sunday,7_Sunday,2.0,Lunch,Sunday Lunch,steelblue,powderblue,lime,1.0,28446.779999999995,24406.49,4040.2899999999936,16.554162437941685,lime
2076,Group,-1785.02,-2425.25,,,Revenue,-640.23,35.86682502156839,Red,Daily,Restaurant,Discounts,,Sunday,7_Sunday,2.0,Lunch,Sunday Lunch,steelblue,powderblue,salmon,1.0,-2425.25,-1785.02,-640.23,35.86682502156839,salmon
2077,Group,50732.64000000001,53339.52,,,Revenue,2606.87999999999,5.138467069720775,lime,Daily,Restaurant,Food,,Sunday,7_Sunday,2.0,Lunch,Sunday Lunch,steelblue,powderblue,lime,1.0,53339.52,50732.64000000001,2606.87999999999,5.138467069720775,lime
2078,Group,59833.61000000001,63589.33,,,Revenue,3755.719999999994,6.276940335039108,lime,Daily,Restaurant,Non-Wine,,Sunday,7_Sunday,2.0,Lunch,Sunday Lunch,steelblue,powderblue,lime,1.0,63589.33,59833.61000000001,3755.719999999994,6.276940335039108,lime
2079,Group,73354.11,79361.04999999999,,,Revenue,6006.939999999988,8.188961736431658,lime,Daily,Restaurant,Total,,Sunday,7_Sunday,2.0,Lunch,Sunday Lunch,steelblue,powderblue,lime,1.0,79361.04999999999,73354.11,6006.939999999988,8.188961736431658,lime
2080,Group,13520.499999999998,15771.720000000005,,,Revenue,2251.2200000000066,16.650419732998092,lime,Daily,Restaurant,Wine,,Sunday,7_Sunday,2.0,Lunch,Sunday Lunch,steelblue,powderblue,lime,1.0,15771.720000000005,13520.499999999998,2251.2200000000066,16.650419732998092,lime
2081,Group,25764.040000000005,21318.530000000002,,,Revenue,-4445.510000000002,-17.254708500685457,Red,Daily,Restaurant,Beverage,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red,1.0,21318.530000000002,25764.040000000005,-4445.510000000002,-17.254708500685457,red
2082,Group,-1456.0800000000002,-2097.3399999999997,,,Revenue,-641.2599999999995,44.04016262842697,Red,Daily,Restaurant,Discounts,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red,1.0,-2097.3399999999997,-1456.0800000000002,-641.2599999999995,44.04016262842697,red
2083,Group,41438.97,31572.710000000003,,,Revenue,-9866.259999999998,-23.809134252130296,Red,Daily,Restaurant,Food,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red,1.0,31572.710000000003,41438.97,-9866.259999999998,-23.809134252130296,red
2084,Group,49336.25,39828.32,,,Revenue,-9507.93,-19.271691707415947,Red,Daily,Restaurant,Non-Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red,1.0,39828.32,49336.25,-9507.93,-19.271691707415947,red
2085,Group,65746.93000000001,50793.89999999999,,,Revenue,-14953.03000000002,-22.743312881681348,Red,Daily,Restaurant,Total,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red,1.0,50793.89999999999,65746.93000000001,-14953.03000000002,-22.743312881681348,red
2086,Group,16410.68,10965.58,,,Revenue,-5445.1,-33.18022166052839,Red,Daily,Restaurant,Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red,1.0,10965.58,16410.68,-5445.1,-33.18022166052839,red
